album	year	num	title	lyrics
Wasted Years	1986	2	Reach Out	It's over your head\nAnd you don't seem to understand\nOne word I say\nAnd you can't live your life\nTrying to run away\nYou're fighting your friends\nArguing every point\nBut it never ends\nYou're wearing me out\nCome on\nReach out (Reach out)\nAnd let somebody into your life\nDon't get me wrong\nYou always apologize\nIt's just your way\nOf making a scene\nYou need to be loved\nIt's not such a crime\nCome on\nReach out (Reach out)\nAnd let somebody into your life\nCome on\nReach out (Reach out)\nAnd let somebody into your life\nOver your head\nYou just don't seem to understand\nOne word I say\nAnd you can't live your life\nYou got so much love\nIt's burning inside\nCome on\nReach out (Reach out)\nAnd let somebody into your life\nCome on\nReach out (Reach out)\nAnd let somebody into your life\nReach out (Reach out)\nAnd let somebody into your life\n
Wasted Years	1986	3	Sheriff Of Huddersfield	Life in a city living in L.A.\nIs a long way from Huddersfield town\nThe back of the Rainbow's a long way from heaven\nBut that's where he gets his pork pie\nLimos and ladies they're driving him queasy\nRugby and cricket's unknown\nBaseball and football they're making him lazy\nYour fan club says "Rodney come home"\nThe Sheriff of Huddersfield locked in his castle\nLook down on Hollywood Hills\nThe Sheriff of Huddersfield locked in his castle\nYou're our own Hot Rod on wheels\nA good game of arrows a few dozen barrels\nThe Nautilus rusts in the yard\nBut for Yorkshire he's yearning but because he's earning\nHe'll always live in L.A.\nA custom made wallet that stays in his pocket\nAnd never comes out to pay bills\nHe's winning at poker and playing the Joker\nAnd he always cheats when he deals\nThe Sheriff of Huddersfield locked in his castle\nLook down on Hollywood Hills\nThe Sheriff of Huddersfield locked in his castle\nYou're our own Hot Rod on wheels\nHello, let me introduce myself!\nMy name is Rodney. I'm immensely strong.\nWhen I were a lad, I could lift up five\nNavies on an end of a shovel.\nThe reason I never took martial arts because\nI was immensely fearsome and\nI'd probably kill everybody\nI came into contact with it.\nI was phenomenally strong.\nPride and ego, my lads, pride and ego,\nIs what makes the world rotate.\nAnd everybody knows the centre of the universe is Huddersfield\nBut I don't live there anymore.\nI live in Los Angeles.\nIt's great!... I think\nRufus the red has a crane by his bed\nTo wrench himself up in the morn'\nBut if you dare to tread at the foot of his bed\nYou'll wish you'd never been born.\nA bear with a sore head we mean your forehead\nHe slumbers for most of the day\nWide eyed and legless baked beans for breakfast\nYour problem Rodney L.A.\nThe Sheriff of Huddersfield locked in his castle\nLook down on Hollywood Hills\nThe Sheriff of Huddersfield locked in his castle\nYou're our own Hot Rod on wheels\n
Can I Play With Madness	1988	1	Can I Play With Madness	Give me the sense to wonder\nTo wonder if I'm free\nGive me a sense of wonder\nTo know I can be me\nGive me the strenght to hold my head up\nSpit back in their face\nDon't need no key to unlock this door\nGonna break down the walls\nBreak out of this bad place\nCan I play with madness - the prophet started at his crystal ball\nCan I play with madness - there's no vision there at all\nCan I play with madness - the prophet looked and he laught at me\nCan I play with madness - he said you're blind too blind to see\nI screamed aloud to the old man\nI said don't lie don't say you don't know\nI say you'll pay for your mischief\nIn this world or the next\nOh and then he fixed me with a freesing glance\nAnd the hell fires raged in his eyes\nHe said do you want to knowthe truth son\n- I'll tell you the truth\nYour soul's gonna burn in the lake of fire\n
Can I Play With Madness	1988	2	Black Bart Blues	'What the fuck is that?'\n'Hi, guys, are you in a band or something? I mean it would be so cool if you were in a band 'cos you're Driving a big bus with band on the front of it'\n'Why don't you shut up and get on board will ya?'\n'Wow! I have it here you got a stereo and a microwave\nAnd, and you got a beer, I'd like a Heineken if you've got one' that's real cool, that's great, yeah!'\n'Would you like to see Black Bart?'\n'Who's Black Bart?'\n'Let me introduce you'\nBlack Bart's seen it\nBlack Bart knows\nBlack Bart's done it\nThe Black Bart blues\nSuspended in suspension\nMany evil nights in Tennessee, and elsewhere\nWe all got to try the Black Bart blues\nBlack Bart's truckin' ain't what it seems\nBlack Bart's lookin'\nDon't know where she's been\nMaybe she's an acrobat\nSpends her evenings dancing on a pole\nWe all got to try the Black Bart blues\nBlack Bart tried most anything\nBlack Bart liked it but he couldn't sing\nSo he asked me to tell ya\nTry it for yourself and you will see\nWe all got to try the Black Bart blues\n'What did you do that for?'\n'I'm sorry, I just..., I guess I'm not used to...\n'Shut up and get on with it will you'\nBlack Bart's livin' across the ocean now\nBlack Bart's lookin' to come back somehow\nSo if you are a dancer,\nYou could dance his pole in May\nThat's a maypole\nBlack Bart's coming\nNow Black Bart's gone\nBlack Bart did it so I wrote this song\nWhatever and however,\nIn and out or several at a time mmm yes!\nWe all got to do the Black Bart blues\nHere comes the guitar solo\nWe all got to try the Black Bart blues\nYowsa! Yowsa! Yowsa!\n
Can I Play With Madness	1988	3	Massacre	At a point below zero\nThere's no place left to go\nSix hundred unknown heroes\nWere killed like sleeping buffalo\nThrough the devil's canyon\nAcross the battlefield\nDeath has no companion\nThe spirit is forced to yield\nThere goes the bandolero\nThrough the hole in the wall\nHe's a coward but doesn't care though\nIn fact, he doesn't care at all\nThe general that's commanding\nHe's defending what he fears\nWhile the troops they are depending\nOn reinforcements from the rear\nIf God is in the heavens\nHow can this happen here?\nIn His name, they used the weapons\nFor the massacre\nThere is a point below zero\nWhere the sun can see the land\nSix hundred unknown heroes\nLay dead in the sand\n
Seventh Son Of A Seventh Son	1988	1	Moonchild	Seven deadly sins\nSeven ways to win\nSeven holy paths to hell\nAnd your trip begins\nSeven downward slopes\nSeven bloodied hopes\nSeven are your burning fires\nSeven your desires\nI am he, the bornless one\nThe fallen angel watching you\nBabylon, the scarlet whore\nI'll infiltrate your gratitude\nDon't you dare to save your son\nKill him now and save the young ones\nBe the mother of a birth-strangled babe\nBe the Devil's own, Lucifer's my name\nMoonchild, hear the mandrake scream\nMoonchild, open the seventh seal\nI count the heads of those unborn\nThe accursed ones. I'll find them all\nAnd if you die by your own hand\nAs a suicide you shall be damned\nAnd if you try to save your soul\nI will torment you, you shall not grow old\nWith every second and passing breath\nYou'll be so alone, your soul will bleed to death\nMoonchild, hear the mandrake scream\nMoonchild, open the seventh seal\nMoonchild, you'll be mine soon, child\nMoonchild, take my hand tonight\nThe twins. They are exhausted. Seven is this night\nGemini is rising as the red lips kiss to bite\nSeven angels, seven demons battle for his soul\nWhen Gabriel lies sleeping, this child was born to die\nOne more dies and one more lives\nOne baby cries, one mother grieves\nFor all the sins you will commit\nYou'll beg forgiveness and none I'll give\nA web of fear shall be your coat\nTo clothe you in the night\nA lucky escape for you, young man\nBut I see you damned in endless night\nMoonchild, hear the mandrake scream\nMoonchild, open the seventh seal\nMoonchild, you'll be mine soon, child\nMoonchild, take my hand tonight\n
Seventh Son Of A Seventh Son	1988	2	Infinite Dreams	Infinite dreams I can't deny them\nInfinity is hard to comprehend\nI couldn't hear those screams\nEven in my wildest dreams\nSuffocation waking in a sweat\nScared to fall asleep again\nIn case the dream begins again\nSomeone chasing I cannot move\nStanding rigid a nightmare's statue\nWhat a dream when will it end\nAnd will it transcend?\nRestless sleep the minds in turmoil\nOne nightmare ends another fertile\nIt's getting to me so scared to sleep\nBut scared to wake now, in too deep.\nEven though it's reached new heights\nI'd rather like the restless nights\nIt makes me wonder it makes me think\nThere's more to this I'm on the brink\nIt's not the fear of what's beyond\nIt's just that I might not respond\nI have an interest almost craving\nBut would I like to get too far in?\nCan't be all coincidence\nToo many things are evident\nYou tell me you're an unbeliever\nSpiritualists? Well me I'm neither\nWouldn't you like to know the truth?\nOh what's out there to have the proof\nAnd find out just which side you're on\nWhere would you end in Heaven or in Hell?\nHelp me. Help me to find my true\nSelf without seeing the future\nSave me, save me from torturing\nMyself even within my dreams\nThere's got to be just more to it than this\nOr tell me why do we exist\nI'd like to think that when I die\nI'd get a chance another time\nAnd to return and live again\nReincarnate, play the game\nAgain and again and again.\n
Seventh Son Of A Seventh Son	1988	3	Can I Play With Madness?	Can I play with madness?\nGive me the sense to wonder\nTo wonder if I'm free\nGive me a sense of wonder\nTo know I can be me\nGive me the strength to hold my head up\nSpit back in their face\nDon't need no key to unlock this door\nGonna break down the walls\nBreak out of this bad place\nCan I play with madness?\nThe prophet stared at his crystal ball\nCan I play with madness?\nThere's no vision there at all\nCan I play with madness?\nThe prophet looked at me and laughed at me (ha ha) He said:\nCan I play with madness?\nHe said you're blind, too blind to see\nSaid you're too blind to see\nI screamed aloud to the old man\nI said don't lie, don't say you don't know\nI say you'll pay for this mischief\nIn this world or the next\nOh and then he fixed me with a freezing glance\nAnd the hell fires raged in his eyes\nHe said you wanna know the truth son?\nLord, I'll tell you the truth\nYour soul's gonna burn in a lake of fire\nListen to me, said the prophet\nCan I play with madness?\n
Seventh Son Of A Seventh Son	1988	4	The Evil That Men Do	Love is a razor and I walked the line on that silver blade\nSlept in the dust with his daughter, her eyes red with\nThe slaughter of innocence\nAnd I will pray for her.\nI will call her name out loud.\nI would bleed for her.\nIf  I could only see her now.\nLiving on a razor's edge.\nBalancing on a ledge.\nLiving on a razor's edge on...\nBalancing on a ledge on...\nBalancing on a ledge on...\nLiving on a razor's edge.\nBalancing on a ledge you know ... you know !!\nThe evil that men do lives on and on !....\nCircle of fire my baptism of joy at an end it seems\nThe seventh lamb slain, the book of life opens before me.\nAnd I will pray for you.\n...Some day I may return.\nDon't you cry for me\nBeyond is where I learn.\nLiving on a razor's edge.\nBalancing on a ledge.\nLiving on a razor's edge you know... you know !!\nThe evil that men do lives on and on!\nLiving on a razor's edge.\nBalancing on a ledge.\nLiving on a razor's edge you know ... you know !!\nThe evil that men do lives on and on!\nThe evil !\nThe evil !\nThe evil that men do...\nThe evil !\nThe evil !\nThe evil that men do...\nYeah yeah!!\n
Seventh Son Of A Seventh Son	1988	5	Seventh Son Of A Seventh Son	Here they stand brothers them all\nAll the sons divided they'd fall\nHere await the birth of the son\nThe seventh, the heavenly, the chosen one.\nHere the birth from an unbroken line\nBorn the healer the seventh, his time\nUnknowingly blessed and as his life unfolds\nSlowly unveiling the power he holds\nSeventh son of a seventh son\nThen they watch the progress he makes\nThe Good and the evil which path will he take\nBoth of them trying to manipulate\nThe use of his powers before it's too late\nToday is born the seventh one\nBorn of woman the seventh son\nAnd he in turn of a seventh son\nHe has the power to heal\nHe has the gift of the second sight\nHe is the chosen one\nSo it shall be written\nSo it shall be done\n
Seventh Son Of A Seventh Son	1988	6	The Prophecy	Now that I know that the right time has come\nMy prediction will surely be true\nThe impending disaster it looms\nAnd the whole of the village is doomed\nWhy won't you listen to me\nIs it so hard to understand\nThat I am the real seventh son\nYour life or death on me depends\nSuffering and pain impending disaster\nSouls crying the devil's laughter\nHeard the cry of the seventh whistlers\nLucifer smiles looks on and waits\nI'll take your life in my hands\nYour fate your fortune's in my visions\nHeed what I say and you'll see what\nWhat will be\nPlease listen to me\nNow that they see the disaster is done\nNow they put all the blame unto me\nThey feel I brought on a curse\nDon't they know that the torment\nIt stays with me knowing that I walk alone\nThrough the eyes of the future I see\nThey don't even know what fear is\nDon't they know I'm the one who is cursed\nPurgatory beckons souls lost forever\nLife after death or heaven hereafter\nHeard the call of the seven whistlers again\nNow Lucifer laughs hell awaits\nI had their lives in my hands\nTheir fates their fortunes in my visions\nNo one believed in my true prophecy\nAnd now it's too late.\n
Seventh Son Of A Seventh Son	1988	7	The Clairvoyant	Feel the sweat break on my brow.\nIs it me or is it shadows that are dancing on the walls?\nIs this dream or is it now?\nIs this a vision or normality I see before my eyes?\nI wonder why, I wonder how\nThat it seems the powers getting stronger every day.\nI feel a strength an inner fire,\nBut I'm scared I won't be able to control it anymore.\nThere's a time to live and a time to die\nWhen it's time to meet the maker.\nThere's a time to live but isn't it strange\nThat as soon as you're born you're dying?\nThere's a time to live and a time to die\nWhen it's time to meet the maker.\nThere's a time to live but isn't it strange\nThat as soon as you're born you're dying?\nJust by looking through your eyes,\nHe could see the future penetrating right in through your mind,\nSee the truth and see your lies,\nBut for all his power couldn't foresee his own demise.\nThere's time to live and time to die.\nWhen it's time to meet the maker.\nThere's a time to live but isn't it strange\nThat as soon as you're born you're dying?\nThere's time to live and time to die.\nWhen it's time to meet the maker.\nThere's a time to live but isn't it strange\nThat as soon as you're born you're dying?\nAnd be reborn again.\n
Seventh Son Of A Seventh Son	1988	8	Only The Good Die Young	The demon in your mind will rape you in your bed at night\nThe wisdom of ages, the lies and outrages concealed\nTime it waits for no man\nMy future it is revealed\nTime it waits for no man\nMy fate is sealed\nIf I cancel tomorrow the undead will thank me today\nFly in the face of the prophets I mock your morality plays\nThe moon is red and bleeding\nThe sun is burned and black\nThe book of life is silent\nNo turning back\nOnly the good die young\nAll the evil seem to live forever\nOnly the good die young\nAll the evil seem to live forever\nOnly the good die young\nOnly the good die young\nMystery madman, a victim of cruel charade\nSome innocent pawn in an end game, one more stalemate\nIs death another birthday?\nA way to kiss your dreams goodbye?\nDo the undead live within us?\nAnd look through our eyes?\nWalking on water are miracles all you can trust\nMeasure your coffin does is measure up to your lust?\nSo I think I'll leave you\nWith your bishops and your guilt\nSo until the next time\nHave a good sin\nOnly the good die young\nAll the evil seem to live forever\nOnly the good die young\nAll the evil seem to live forever\nOnly the good die young\nOnly the good die young\nSeven deadly sins\nSeven ways to win\nSeven holy paths to hell\nSeven downward slopes\nSeven bloodied hopes\nSeven are your burning fires\nSeven your desires\n
No Prayer For The Dying	1990	1	Tailgunner	Trace your way back 50 years\nTo the Glow of Dresden, blood and tears\nIn the black above by the cruel searchlight\nMen will die and men will fight\nYeah!\nWho shot who and who fired first?\nDripping death to whet the blood thirst\nNo radar lock on, skin and bone\nThe bomber boys are going home\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\nNail that Fokker kill that son\nGonna blow your guts out with my gun\nThe weather forecast's good for war\nCologne and Frankfurt? Have some more!\nTail-end Charlie in the boiling sky\nThe Enola Gay was my last try\nNow that this tailgunner's gone\nNo more bombers, one big bomb\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\nClimb into the sky\nNever wonder why\nTailgunner\nYou're a tailgunner\n
No Prayer For The Dying	1990	2	Holy Smoke	Believe in me and send no money\nI died on the cross, that ain't funny\nBut my so called friends are making me a joke\nThey missed out what I said like I never spoke\nThey choose what they wanna hear, they don't tell a lie\nThey just leave out the truth as they're watching you die\nSaving your souls by taking your money\nFlies round shit, bees around honey\nHoly smoke, Holy smoke\nPlenty bad preachers for the Devil to stoke\nFeed 'em in feet first, this is no joke\nThis is thirsty work making Holy smoke\nMaking Holy smoke\nJimmy Reptile and all his friends\nSay they're gonna be with you at the end\nBurning records, burning books\nHoly soldiers, Nazi looks\nCrocodile smiles, just wait a while\n'Til the TV Queen gets her make up clean\nI've lived in filth, I've lived in sin\nAnd I still smell cleaner than the shit you're in\nHoly smoke, Holy smoke\nThese plenty bad preachers for the Devil to stoke\nFeed 'em in feet first, this is no joke\nThis is thirsty work making Holy smoke\nHoly smoke\nSmells good\nThey ain't religious but they ain't no fools\nWhen Noah built his Cadillac, it was cool\nTwo by two, they're still going down\nAnd the satellite circus just left town\nI think they're strange and when they're dead\nThey can have a Lincoln for their bed\nFriend of the president, trick of the tail\nNow they ain't got a prayer, 100 years in jail\nHoly smoke, Holy smoke\nPlenty bad preachers for the Devil to stoke\nFeed 'em in feet first, this is no joke\nThis is thirsty work making Holy smoke\nHoly smoke\n
No Prayer For The Dying	1990	3	No Prayer For The Dying	There are times when I've wondered\nAnd times when I've cried\nWhen my prayers they were answered\nAt times when I've lied\nBut if you asked me a question\nWould I tell you the truth\nNow there's something to bet on\nYou've got nothing to lose\nWhen I've sat by the window\nAnd gazed at the rain\nWith an ache in my heart\nBut never feeling the pain\nAnd if you would tell me\nJust what my life means\nWalking a long road\nNever reaching the end\nGod give me the answer to my life\nGod give me the answer to my dreams\nGod give me the answer to my prayers\nGod give me the answer to my being\n
No Prayer For The Dying	1990	4	Public Enema Number One	When it all comes down the line,\nAnd the lights they turn to greed\nAnd you race off with your tires screaming\nRolling thunder,\nAnd the people choke with poison\nChildren cry in fear\nBut you've got your fast bullet,\nOne way ticket out of here\nFall on your knees today\nAnd pray the world will mend its ways\nGet to your feet again\nRefugees from the heartbreak and the pain\nIn the cities in the streets\nThere's a tension you can feel\nThe breaking strain is fast approaching\nGuns and riots\nThe politicians gamble\nAnd lie to save their skins\nAnd the press get fed the scapegoats\nPublic enema number one\nFall on your knees today\nAnd pray the world will mend its ways\nGet to your feet again\nRefugees from the heartbreak and the pain\nA million network slaves\nIn an advertising new age\nI don't need a crystal ball to sell ya\nYour children have more brains\nThan your drug-infested remains\nCalifornia dreaming\nAs the Earth dies screaming\nFall on your knees today\nAnd pray the world will mend its ways\nGet to your feet again\nRefugees from the heartbreak and the pain\nFall on your knees today\nAnd pray the world will mend its ways\nGet to your feet again\nRefugees from the heartbreak and the pain\n
No Prayer For The Dying	1990	5	Fates Warning	Why is it some of us are destined to stay alive\nAnd some of us are here just so that we'll die\nHow come the bullet hits the other guy\nDo we have to try and reason why\nBe it the Devil or be it Him\nYou can count on just one thing\nWhen the time is up you'll know\nNot just one power runs the show\nAre we the lucky ones saved for another day\nOr they the lucky ones who are taken away\nIs it a hand on your shoulder from the Lord above\nOr the Devil himself come to give you a shove.\nBe it the Devil or be it Him\nYou can count on just one thing\nWhen the time is up you'll know\nNot just one power runs the show\nA volcano erupts and sweeps a town away\nA hurricane devastates the cities in its way\nThe grief and misery for the ones that are left behind\nThe worst is yet to come a hell to face mankind\nBe it the Devil or be it Him\nYou can count on just one thing\nWhen the time is up you'll know\nNot just one power runs the show\n
No Prayer For The Dying	1990	6	The Assassin	Now the contracts out\nThey've put the word about\nI'm coming after you\nIt's not the money I make\nIt's the thrill of the chase\nAnd I'm coming after you\nI watch your every move\nStudy the things you do\nAnd the pattern of your ways\nI watch the way you walk\nI hear your telephone talk\nI want to understand the way you think\nBetter watch out, cos I'm the Assassin\nBetter watch out, Better watch out\nAssassin\nI'm in a cold cold sweat\nI taste the smell of death\nI know the moment's getting closer\nAnd as you walk to the light\nI feel my hands go tight\nExcitement running through my veins\nI've got you in my sights\nI've got you dead to rights\nThe triggers waiting for my finger\nI feel adrenalin rush\nIt's just the final touch\nYou can kiss your arse goodbye\n
No Prayer For The Dying	1990	7	Run Silent Run Deep	The convoy lights are dead ahead\nThe merchantmen lay in their bed,\nThe trump of diesels hammers down,\nIn the oily sea - the killing ground,\nKnuckles white, eyes alight,\nHe slams the hatch on the deadly night,\nA cunning fox in the chickens lair\nA hound of hell and the devil don't care\nRunning silent, running deep, we are your final prayer,\nWarriors in secret sleep, a merchantman's nightmare,\nA silent death lies waiting for all of you below,\nRunning silent, running deep, sink into your final sleep\nChill the hearts of fighting men,\nIn open ocean wondering when\nThe lethal silver fish will fly\nThis boat will shiver, men will die\nA cast of millions, a part of play\nKiller? Victim? Or fool for a day\nObeying an order, men have to die\nUs or them, a well-rehearsed lie\nRunning silent, running deep, we are your final prayer,\nWarriors in secret sleep, a merchantman's nightmare,\nA silent death lies waiting for all of you below,\nRunning silent, running deep, sink into your final sleep\nThe lifeboats shattered, the hull is torn,\nThe tar black smell of burning oil,\nOn the way down to Davy Jones,\nEvery man for himself, you're on your own\nThe wolf eyes watch the crosswire\n"Stern tubes ready", "Aim and fire!"\nThey can pin some medal on your chest,\nBut in two more weeks, dead like the rest\nRunning silent, running deep, we are your final prayer,\nWarriors in secret sleep, a merchantman's nightmare,\nA silent death lies waiting for all of you below,\nRunning silent, running deep, sink into your final sleep\n
No Prayer For The Dying	1990	8	Hooks In You	I got the keys to view at number 22\nBehind my green door there's nothing to see\nIs that a feature, what kind of creature\nWould hang around waiting for a guy like me\nStone-cold sober and sitting in silence\nLaid back, looking for sympathy\nI like a girl who knows where she's bound\nI don't like girls who've been hanging around\nHooks in you, hooks in me, hooks in the ceiling\nFor that well-hung feeling\nNo big deal, no big sin, strung up on love\nI got the hooks screwed in\nHooks in you, hooks in me, hooks in the ceiling\nFor that well-hung feeling\nNo big deal, no big sin, strung up on love\nI got the hooks screwed in\nShe's tied up, she can't come to the phone\nYou must have got your wires crossed 'cause she ain't home\nKnock on wood, you know I like that sound\nShe never could keep her feet on the ground\nHooks in you, hooks in me, hooks in the ceiling\nFor that well-hung feeling\nNo big deal, no big sin, strung up on love\nI got the hooks screwed in\nHooks in you, hooks in me, hooks in the ceiling\nFor that well-hung feeling\nNo big deal, no big sin, strung up on love\nI got the hooks screwed in\nHooks in you\nI've got those hooks in you\nHooks in you, in you\nHooks in you\nI've got those hooks in you\nHooks in you, in you\nRight on the money, got it wrapped up tight\nGot new ideas for the decor tonight\nMake this house a preservation zone\nGonna set her in concrete, set her up on her own\nHooks in you, hooks in me, hooks in the ceiling\nFor that well-hung feeling\nNo big deal, no big sin, strung up on love\nI got the hooks screwed in\nHooks in you, hooks in me, hooks in the ceiling\nFor that well-hung feeling\nNo big deal, no big sin, strung up on love\nI got the hooks screwed in\nHooks in you\nI've got those hooks in you\nHooks in you\nHooks in you\nI've got those hooks in you\nHooks in you\nI've got those ...hooks in you\n
No Prayer For The Dying	1990	9	Bring Your Daughter... To The Slaughter	Honey it's getting close to midnight\nAnd all the myths are still in town\nTrue love and lipstick on your linen\nBite the pillow, make no sound\nIf there's some living to be done\nBefore your life becomes your tomb\nYou'd better know that I'm the one\nUnchain your back door, invite me around\nBring your daughter, bring your daughter to the slaughter\nLet her go, let her go, let her go\nHoney it's getting close to daybreak\nThe sun is creeping in the sky\nNo patent remedies for heartache\nJust empty words and humble pie\nSo get down on your knees honey\nAssume an attitude\nYou just pray that I'll be waiting\n'Cause you know, you know I'm coming soon\nSo pick up your foolish pride, no going back\nNo where, no way, no place to hide\nBring your daughter, bring your daughter to the slaughter\nLet her go, let her go, let her go\n
No Prayer For The Dying	1990	10	Mother Russia	Mother Russia how are you sleeping\nMiddle winter cold winds blow\nFrom the trees the snowflakes drifting\nSwirling round like ghosts in the snow\nMother Russia poetry majestic\nTells the time of a great empire\nTurning round the old man ponders\nReminiscing an age gone by\nMother Russia\nDance of the Tsars\nHold up your heads\nBe proud of what you are\nNow it has come\nFreedom at last\nTurning the tides of history\nAnd your past\nMother Russia\nDance of the Tsars\nHold up your heads\nRemember who you are\nCan you release\nThe anger the grief\nCan you be happy\nNow your people are free\n
Be Quick Or Be Dead	1992	1	Be Quick Or Be Dead	Covered in sinners and dripping with gilt\nMaking you money from slime and from filth\nParading your bellies in ivory towers\nInvesting our lives in your schemes and your powers\nYou got to watch them - Be quick or be dead\nSnake eyes in heaven - The thief in your head\nYou've got to watch them - Be quick or be dead\nSnake eyes in heaven - The thief in your head\nBe quick !\nOr be dead !\nBe quick !\nOr be dead\nSee... what's ruling all our lives\nSee... who pulling the strings\nSee... what's ruling all our lives\nSee... who pulling the strings\nI bet you won't fall on your face\nYour belly will hold you in place\nThe serpent is crawling inside of your ear\nHe says must vote for what you want to hear\nDon't matter what's wrong as long as you're alright\nSo pull yourself stupid and rob yourself blind.\nYou got to watch them - Be quick or be dead\nSnake eyes in heaven - The thief in your head\nYou've got to watch them - Be quick or be dead\nSnake eyes in heaven - The thief in your head\nBe quick!\nOr be dead!\nBe quick!\nOr be dead!\nYou got to watch them - Be quick or be dead\nSnake eyes in heaven - The thief in your head\nYou've got to watch them - Be quick or be dead\nSnake eyes in heaven - The thief in your head\nBe quick!\nOr be dead!\nBe quick!\n
Be Quick Or Be Dead	1992	2	Nodding Donkey Blues	Settle down\nShe's got legs... like an airship, She's got an ass.... like\nShe's got tits... just like hot air balloons... and I mean the Hindenburg!\nShe's the biggest girl, I'm gonna get there soon\nYeah you know what I mean\nShe's got love when you want it, but she never lets go when you get it\nYou disappear inside, you're never seen again... lost forever!\nShe's the biggest girl, I'm gonna get there soon\nAlright, here we go...\nShould be some kind of guitar solo here...\nWell I met her in a bar, she was propping up the wall\nI don't think she was available, she was made of concrete\nI met her in a bar, she was propping up the wall\nIn fact she was nailed to it\nI gotta admit, babe... lets get down to it baby\nShe had a brain like a sheep-dip,\nShe got like a shepherd\nShe was a big girl, she was big.\nI mean she was big, she was fucking huge! Enormous!\nNeeded a sign overhead\nNever even had landing permission!\nOne more!\nOh we sailed across the ocean you and me\nI looked like a flea on the back of a sperm whale\nOh yeah, I was waving a match inside the Albert Hall\n
Be Quick Or Be Dead	1992	3	Space Station No. 5	Start, with the sun\nAnd move on out\nThe future's in the skies above\nThe heavens unfold\nAnd a new star is born\nSpace and time makin' love\nOh what a time we had\nLiving on the ground\nI've moved to station #5\nSee you next time around,\nNext time around\nAs far you want, as close as you need\nIt's all in the mind, you know\nThis old world hasn't really seen it's day\nIt's here, time to go\nOh what a time we had\nLiving on the ground\nI've moved to station #5\nSee you next time around,\nRemember when it was so clear\nWe were young, but the memory still remains\nTo pick fruit from a tree\nFish from the seas\nNow nothing's left here, but the stains\nWell I can't cry no more\nCan only be glad\nThere's other places we can be\nIf the time suits you right\nI'm leaving tonight\nCome fly away\nWith me!\nYeah, Yeah, Yeah, Yeah, Yeah\nOh, yeah\nStart, with the sun\nAnd move on out\nThe future's in the skies above\nThe heavens unfold\nA new star is born\nSpace and time makin' love\n
Fear Of The Dark	1992	2	From Here To Eternity	She fell in love with his greasy machine\nShe leaned over wiped his kickstart clean\nShe'd never seen the beast before\nBut she left there wanting more more more\nBut when she was walking on down the road\nShe heard a sound that made her heart explode\nHe whispered to her to get on the back\n"I'll take you on ride from here to eternity"\nHell ain't a bad place\nHell is from here to eternity\nShe must be having one of her crazy dreams\nShe'd never sat on a piece so mean\nI've made her feel like she's on cloud nine\nShe even thought she heard the engine sigh.\nBut like all dreams that come to an end\nThey took a tumble at the devil's bend\nThe beast and Charlotte they were two of a kind\nThey'd always take the line... from here to eternity\n
Fear Of The Dark	1992	3	Afraid To Shoot Strangers	Lying awake at night I wipe the sweat from my brow\nBut it's not fear 'cos I'd rather go now\nTrying to visualise the horrors that will lay ahead\nThe desert sand mound a burial ground\nWhen it comes to the time\nAre we partners in crime ?\nWhen it comes to the time\nWe'll be ready to die\nGod let us go now and finish what's to be done\nThy Kingdom come\nThy shall be done... on earth\nTrying to justify to ourselves the reasons to go\nShould we live and let live\nForget or forgive\nBut how can we let them go on this way ?\nThe reign of terror corruption must end\nAnd we know deep down there's no other way\nNo trust, no reasoning, no more to say\nAfraid to shoot strangers\nAfraid to shoot strangers.\n
Fear Of The Dark	1992	4	Fear Is The Key	We live our lives in fever\nIn choking sweat of fear\nIn the heat of the night you can feel so much\nIn the heat of the night I scream "Don't touch"\nI remember a time when we used and abused\nAnd we fought all our battles in vain\nI remember a time we thought that passion was free\nIn the heat of the night... bodies aflame\nWe live in fever...\nI hear your secret heartbeat\nI can hear your silent cries\nThe kids have lost their freedom\nAnd nobody cares till somebody famous dies...\nNow we live, in a world of uncertainty\nFear is the key - to what you want to be\nYou don't get a say the majority gets it's way\nYou're outnumbered by the bastards till the day you die...\n
Fear Of The Dark	1992	5	Childhood's End	I'd sail across the ocean\nI'd walk a hundred miles\nIf I could make it to the end\nOh just to see a smile\nYou see it in their faces\nThe sadness in their tears\nThe desperation and the anger\nMadness and the fear\nNo hope, no life, just pain and fear\nNo food, no love, just greed is here\nStarvation and the hunger\nThe suffering and the pain\nThe agonies of all-out war\nWhen will it come again ?\nThe struggle for the power\nA tyrant tries again\nJust what the hell is going on ?\nWhen will it ever end ?\nYou see the full moon float\nYou watch the red sun rise\nWe take these things for granted\nBut somewhere someone's dying\nContaminated waters\nPollution and decay\nJust waiting for disease to strike\nOh will we learn someday ?\nNo hope, no life, just pain and fear\nNo food, no love, no seed, childhood's end.\n
